"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 12 19:23:30 UTC 2025","Sat Apr 12 19:23:35 UTC 2025","5133","tests","test_validate_products","","","","test_product_validation",""
